slug,state,start_date,end_date,nature_location,troops_engaged,event_type,casualties,killed_wounded,killed,wounded,missing_captured
Kentucky/1862-08-17-skirmish-flat-lick,Kentucky,1862-08-17,1862-08-17,Skirmish. Flat Lick,KENTUCKY--6th Cavalry (Detachment).,Skirmish,,,,,
Kentucky/1862-08-17-action-london,Kentucky,1862-08-17,1862-08-17,"Action, London",TENNESSEE--3rd Infantry (Battalion).,Action,,,,,
Kentucky/1862-08-17-skirmish-near-mammoth-cave,Kentucky,1862-08-17,1862-08-17,Skirmish near Mammoth Cave,KENTUCKY--Home Guard.,Skirmish,,,,,
Kentucky/1862-08-22-skirmish-crab-orchard,Kentucky,1862-08-22,1862-08-22,"Skirmish, Crab Orchard",PENNSYLVANIA--9th Cavalry.,Skirmish,,,,,
Kentucky/1862-08-23-action-big-hill-henderson-county,Kentucky,1862-08-23,1862-08-23,"Action, Big Hill, Henderson County",KENTUCKY--7th Cavalry; 14th Infantry. TENNESSEE--3rd Infantry.,Action,,,,,
Kentucky/1862-08-25-action-red-bird-creek,Kentucky,1862-08-25,1862-08-25,"Action, Red Bird Creek",KENTUCKY--6th Cavalry.,Action,,,,,
Kentucky/1862-08-25-action-madisonville,Kentucky,1862-08-25,1862-08-25,"Action, Madisonville",INDIANA--4th Cavalry; 65th Infantry. KENTUCKY--8th Cavalry.,Action,,,,,
Kentucky/1862-08-26-skirmish-danville,Kentucky,1862-08-26,1862-08-26,"Skirmish, Danville","KENTUCKY--Harrodsburg and Danville Home Guard. Union loss, 1 killed, 2 wounded. Total, 3.",Skirmish,3,3,1,2,
Kentucky/1862-08-29-skirmish-between-big-hill-and-richmond,Kentucky,1862-08-29,1862-08-29,Skirmish between Big Hill and Richmond,(No Reports.),Skirmish,,,,,
Kentucky/1862-08-30-battle-of-richmond-or-mount-zion-church-engagements-at-white-s-farm-and-richmond,Kentucky,1862-08-30,1862-08-30,"Battle of Richmond or Mount Zion Church, Engagements at White's Farm and Richmond","INDIANA--12th, 16th, 55th, 66th, 69th and 71st Infantry. KENTUCKY--6th and 7th Cavalry; 3rd and 18th Infantry. MICHIGAN--Batteries ""F"" and ""G"" 1st Light Artillery OHIO--95th Infantry. TENNESSEE--3rd Infantry (Battalion). Union loss, 206 killed, 844 wounded, 4,303 captured and missing. Total, 5,353.",Battle,5353,844,206,844,4303
Kentucky/1862-08-31-skirmish-kentucky-river,Kentucky,1862-08-31,1862-08-31,"Skirmish, Kentucky River",OHIO--52nd Infantry.,Skirmish,,,,,
Kentucky/1862-08-31-skirmish-yates-ford,Kentucky,1862-08-31,1862-08-31,"Skirmish, Yates Ford","OHIO--94th Infantry. Union loss, 3 killed, 10 wounded. Total, 13.",Skirmish,13,13,3,10,
Kentucky/1862-09-01-skirmish-uniontown,Kentucky,1862-09-01,1862-09-01,"Skirmish, Uniontown",INDIANA--78th Infantry.,Skirmish,,,,,
Kentucky/1862-09-01-skirmish-tait-s-ferry-ky-river,Kentucky,1862-09-01,1862-09-01,"Skirmish, Tait's Ferry, Ky. River",OHIO--94th Infantry.,Skirmish,,,,,
Kentucky/1862-09-01-skirmish-morganfield,Kentucky,1862-09-01,1862-09-01,"Skirmish, Morganfield","KENTUCKY--8th Cavalry. Loss, 2 wounded.",Skirmish,,,,2,
Kentucky/1862-09-02-skirmish-frankfort,Kentucky,1862-09-02,1862-09-02,"Skirmish, Frankfort",PENNSYLVANIA--9th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-02-skirmish-lexington,Kentucky,1862-09-02,1862-09-02,"Skirmish, Lexington",INDIANA--12th Infantry. OHIO--52nd Infantry.,Skirmish,,,,,
Kentucky/1862-09-02-skirmish-richmond,Kentucky,1862-09-02,1862-09-02,"Skirmish, Richmond",TENNESSEE--3rd Infantry.,Skirmish,,,,,
Kentucky/1862-09-03-skirmish-geiger-s-lake,Kentucky,1862-09-03,1862-09-03,"Skirmish, Geiger's Lake",KENTUCKY--8th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-03-swirmish-slaughterville,Kentucky,1862-09-03,1862-09-03,"Swirmish, Slaughterville",KENTUCKY--6th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-04-skirmish-near-madisonville,Kentucky,1862-09-04,1862-09-04,Skirmish near Madisonville,KENTUCKY--8th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-04-skirmish-shelbyville,Kentucky,1862-09-04,1862-09-04,"Skirmish, Shelbyville",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-05-action-richmond,Kentucky,1862-09-05,1862-09-05,"Action, Richmond",KENTUCKY--14th Infantry.,Action,,,,,
Kentucky/1862-09-05-skirmish-madisonville,Kentucky,1862-09-05,1862-09-05,"Skirmish, Madisonville",INDIANA--4th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-07-skirmish-shephardsville,Kentucky,1862-09-07,1862-09-07,"Skirmish, Shephardsville","INDIANA--54th Infantry (Co. ""C"").",Skirmish,,,,,
Kentucky/1862-09-08-skirmish-kentucky-line,Kentucky,1862-09-08,1862-09-08,"Skirmish, Kentucky Line",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-08-skirmish-barboursville,Kentucky,1862-09-08,1862-09-08,"Skirmish, Barboursville",WEST VIRGINIA--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-09-09-skirmish-franklin-road,Kentucky,1862-09-09,1862-09-09,"Skirmish, Franklin Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-09-skirmish-scottsville-road,Kentucky,1862-09-09,1862-09-09,"Skirmish, Scottsville Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-10-skirmish-woodbury,Kentucky,1862-09-10,1862-09-10,"Skirmish, Woodbury",KENTUCKY--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-09-10-skirmish-fort-mitchell-covington,Kentucky,1862-09-10,1862-09-10,"Skirmish, Fort Mitchell, Covington",OHIO--104th Infantry.,Skirmish,,,,,
Kentucky/1862-09-10-skirmish-crab-orchard,Kentucky,1862-09-10,1862-09-10,"Skirmish, Crab Orchard",INDIANA--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-09-10-skirmish-log-church,Kentucky,1862-09-10,1862-09-10,"Skirmish, Log Church",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-11-skirmish-smith-s,Kentucky,1862-09-11,1862-09-11,"Skirmish, Smith's",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-12-skirmish-woodburn,Kentucky,1862-09-12,1862-09-12,"Skirmish, Woodburn",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-12-skirmish-brandenburg,Kentucky,1862-09-12,1862-09-12,"Skirmish, Brandenburg",INDIANA--65th Infantry.,Skirmish,,,,,
Kentucky/1862-09-12-occupation-of-glasgow,Kentucky,1862-09-12,1862-09-12,Occupation of Glasgow,By Confederate Forces.,Occupation,,,,,
Kentucky/1862-09-14-skirmish-henderson,Kentucky,1862-09-14,1862-09-14,"Skirmish, Henderson",INDIANA--65th Infantry.,Skirmish,,,,,
Kentucky/1862-09-14-1862-09-17-siege-and-surrender-of-munfordsville-and-woodsonville,Kentucky,1862-09-14,1862-09-17,Siege and surrender of Munfordsville and Woodsonville,"INDIANA--13th Independent Battery Light Artillery; 17th (Detachment), 50th (Co's ""A"", ""B"", ""D"", ""F"", ""H""), 60th, 67th, 78th, 74th, 78th (Co. ""K""), and 89th Infantry. KENTUCKY--28th (Co. ""I""), 33rd (Co's ""C"", ""G""), and 34th (Co. ""K"") Infantry. OHIO--Batteries ""A"" and ""D"" 1st Light Artillery UNITED STATES--18th Infantry (Co. ""H"", 2nd Battalion), Louisville Home Guard, Union loss, 15 killed, 57 wounded, 4,076 captured and missing. Total, 4,148.",Siege,4148,72,15,57,4076
Kentucky/1862-09-16-skirmish-oakland-station,Kentucky,1862-09-16,1862-09-16,"Skirmish, Oakland Station",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-17-skirmish-merry-oaks,Kentucky,1862-09-17,1862-09-17,"Skirmish, Merry Oaks",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-17-skirmish-near-falmouth,Kentucky,1862-09-17,1862-09-17,Skirmish near Falmouth,KENTUCKY--Home Guard.,Skirmish,,,,,
Kentucky/1862-09-17-skirmish-bowling-green,Kentucky,1862-09-17,1862-09-17,"Skirmish, Bowling Green",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-18-skirmish-near-florence,Kentucky,1862-09-18,1862-09-18,Skirmish near Florence,"KENTUCKY--10th Cavalry (Detachment). Union loss, 1 killed, 1 wounded. Total, 2.",Skirmish,2,2,1,1,
Kentucky/1862-09-18-skirmish-cave-city,Kentucky,1862-09-18,1862-09-18,"Skirmish, Cave City",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-18-affair-glasgow,Kentucky,1862-09-18,1862-09-18,"Affair, Glasgow",KENTUCKY--5th Cavalry. OHIO--3rd and 4th Cavalry.,Affair,,,,,
Kentucky/1862-09-18-skirmish-mountain-side,Kentucky,1862-09-18,1862-09-18,"Skirmish, Mountain Side",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-18-skirmish-owensborough,Kentucky,1862-09-18,1862-09-18,"Skirmish, Owensborough",KENTUCKY--12th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-19-skirmish-horse-cave,Kentucky,1862-09-19,1862-09-19,"Skirmish, Horse Cave",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-19-skirmish-sutherland-farm,Kentucky,1862-09-19,1862-09-19,"Skirmish, Sutherland Farm",KENTUCKY--12th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-19-skirmish-bear-wallow,Kentucky,1862-09-19,1862-09-19,"Skirmish, Bear Wallow",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-19-1862-09-20-skirmishes-owensburg,Kentucky,1862-09-19,1862-09-20,"Skirmishes, Owensburg","KENTUCKY--14th Cavalry; Spencer Company Indiana Home Guard. Union loss, 2 killed, 18 wounded. Total, 20.",Skirmishes,20,20,2,18,
Kentucky/1862-09-20-1862-09-21-skirmishes-munfordsville,Kentucky,1862-09-20,1862-09-21,"Skirmishes, Munfordsville",KENTUCKY--6th Cavalry. OHIO--3rd Cavalry. INDIANA--17th Infantry.,Skirmishes,,,,,
Kentucky/1862-09-21-skirmish-shepherdsville,Kentucky,1862-09-21,1862-09-21,"Skirmish, Shepherdsville",Col. Granger's Command.,Skirmish,,,,,
Kentucky/1862-09-22-skirmish-vinegar-hill,Kentucky,1862-09-22,1862-09-22,"Skirmish, Vinegar Hill",INDIANA--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-09-22-skirmish-munfordsville,Kentucky,1862-09-22,1862-09-22,"Skirmish, Munfordsville","KENTUCKY--3rd Cavalry. Union loss, 2 killed, 12 wounded. Total, 14.",Skirmish,14,14,2,12,
Kentucky/1862-09-25-skirmish-ashbysburg,Kentucky,1862-09-25,1862-09-25,"Skirmish, Ashbysburg",KENTUCKY--8th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-25-affair-near-snow-s-pond,Kentucky,1862-09-25,1862-09-25,Affair near Snow's Pond,Picket attack.,Affair,,,,,
Kentucky/1862-09-26-action-west-liberty,Kentucky,1862-09-26,1862-09-26,"Action, West Liberty",KENTUCKY--22nd Infantry. OHIO--16th Infantry.,Action,,,,,
Kentucky/1862-09-27-skirmish-augusta,Kentucky,1862-09-27,1862-09-27,"Skirmish, Augusta","KENTUCKY--Home Guard. Union loss, 9 killed, 15 wounded, 96 missing. Total, 115.",Skirmish,115,24,9,15,96
Kentucky/1862-09-28-skirmish-lebanon-junction,Kentucky,1862-09-28,1862-09-28,"Skirmish, Lebanon Junction",INDIANA--4th Cavalry.,Skirmish,,,,,
Kentucky/1862-09-28-skirmish-brookville,Kentucky,1862-09-28,1862-09-28,"Skirmish, Brookville","KENTUCKY--14th Cavalry; Home Guard. OHIO--44th Infantry. Union loss, 1 killed.",Skirmish,,,1,,
Kentucky/1862-09-28-1862-10-05-expedition-from-columbus-to-covington-durhamsville-and-fort-randolph-tenn,Kentucky,1862-09-28,1862-10-05,"Expedition from Columbus to Covington, Durhamsville and Fort Randolph, Tenn","ILLINOIS--2nd Cavalry (Co's ""D"", ""L""); 72nd Infantry (4 Co's). INDIANA--52nd Infantry. MICHIGAN--Battery ""H"" 1st Light Artillery",Expedition,,,,,
Kentucky/1862-09-29-skirmish-elizabethtown-road,Kentucky,1862-09-29,1862-09-29,"Skirmish, Elizabethtown Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-09-29-affair-new-haven,Kentucky,1862-09-29,1862-09-29,"Affair, New Haven","INDIANA--2nd Cavalry, capture of 3rd Georgia Cavalry.",Affair,,,,,
Kentucky/1862-09-30-skirmish-louisville,Kentucky,1862-09-30,1862-09-30,"Skirmish, Louisville",MICHIGAN--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-09-30-skirmishes-russellville-and-glasgow,Kentucky,1862-09-30,1862-09-30,"Skirmishes, Russellville and Glasgow",INDIANA--70th Infantry. KENTUCKY--8th Infantry.,Skirmishes,,,,,
Kentucky/1862-10-01-skirmish-bardstown-pike-near-mt-washington,Kentucky,1862-10-01,1862-10-01,"Skirmish, Bardstown Pike near Mt. Washington",INDIANA--4th Cavalry. Ohio--4th Cavalry.,Skirmish,,,,,
Kentucky/1862-10-01-skirmish-fern-creek-louisville-and-frankfort-road,Kentucky,1862-10-01,1862-10-01,"Skirmish, Fern Creek, Louisville and Frankfort Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-01-skirmish-floyd-s-fork,Kentucky,1862-10-01,1862-10-01,"Skirmish, Floyd's Fork",ILLINOIS--34th Infantry. INDIANA--4th Cavalry. PENNSYLVANIA--77th Infantry.,Skirmish,,,,,
Kentucky/1862-10-02-skirmish-olive-hill,Kentucky,1862-10-02,1862-10-02,"Skirmish, Olive Hill",KENTUCKY--Carter County Home Guard.,Skirmish,,,,,
Kentucky/1862-10-02-skirmish-shephardsville-road,Kentucky,1862-10-02,1862-10-02,"Skirmish, Shephardsville Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-03-skirmish-lancaster-road,Kentucky,1862-10-03,1862-10-03,"Skirmish, Lancaster Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-03-skirmish-bardstown,Kentucky,1862-10-03,1862-10-03,"Skirmish, Bardstown",OHIO--64th Infantry.,Skirmish,,,,,
Kentucky/1862-10-03-skirmish-cedar-church-near-shepherdsville,Kentucky,1862-10-03,1862-10-03,"Skirmish, Cedar Church near Shepherdsville",OHIO--1st Cavalry.,Skirmish,,,,,
Kentucky/1862-10-04-skirmish-bardstown-pike-near-bardstown,Kentucky,1862-10-04,1862-10-04,"Skirmish, Bardstown Pike near Bardstown",KENTUCKY--2nd Cavalry. OHIO--1st and 3rd Cavalry.,Skirmish,,,,,
Kentucky/1862-10-04-skirmish-near-clay-village,Kentucky,1862-10-04,1862-10-04,Skirmish near Clay Village,ILLINOIS--34th and 79th Infantry. INDIANA--29th and 30th Infantry. KENTUCKY--9th Cavalry. PENNSYLVANIA--77th Infantry.,Skirmish,,,,,
Kentucky/1862-10-05-skirmish-madisonville,Kentucky,1862-10-05,1862-10-05,"Skirmish, Madisonville",INDIANA--4th Cavalry.,Skirmish,,,,,
Kentucky/1862-10-05-skirmish-glasgow,Kentucky,1862-10-05,1862-10-05,"Skirmish, Glasgow",KENTUCKY--20th Infantry.,Skirmish,,,,,
Kentucky/1862-10-06-skirmish-black-fork,Kentucky,1862-10-06,1862-10-06,"Skirmish, Black Fork",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-06-skirmish-burnt-cross-roads,Kentucky,1862-10-06,1862-10-06,"Skirmish, Burnt Cross Roads",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-06-skirmish-fair-ground,Kentucky,1862-10-06,1862-10-06,"Skirmish, Fair Ground",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-06-skirmish-springfield,Kentucky,1862-10-06,1862-10-06,"Skirmish, Springfield",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-07-skirmish-brown-hill,Kentucky,1862-10-07,1862-10-07,"Skirmish, Brown Hill",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-07-action-doctor-s-fork,Kentucky,1862-10-07,1862-10-07,"Action, Doctor's Fork",PENNSYLVANIA--9th Cavalry.,Action,,,,,
Kentucky/1862-10-08-battle-of-perryville,Kentucky,1862-10-08,1862-10-08,Battle of Perryville,"ILLINOIS--Battery ""I"" 2nd Light Artillery; 21st, 24th, 25th, 35th, 36th, 38th, 44th, 59th, 73rd, 74th, 75th, 80th, 84th, 85th, 86th, 88th, 123rd and 125th Infantry. INDIANA--2nd Cavalry; 4th, 6th, 10th and 19th Independent Batteries Light Artillery; 9th, 10th, 22nd, 31st, 35th, 38th, 40th, 42nd, 57th, 73rd, 74th, 75th, 80th, 81st, 82nd, 87th and 88th Infantry. KANSAS--8th Infantry. KENTUCKY--1st, 2nd and 9th Cavalry; Battery ""A"" Light Artillery; 4th, 5th, 10th, 12th and 15th Infantry. MICHIGAN--2nd Cavalry; Batteries ""A"" and ""D"" 1st Light Artillery; 1st Engineers; 21st Infantry. MINNESOTA--2nd Battery Light Artillery; 2nd Infantry. MISSOURI--Battery ""G"" 1st Light Artillery; 2nd and 15th Infantry. OHIO--1st (Detachment) and 3rd Cavalry; Battery ""C"" 1st Light Artillery; 2nd, 3rd, 6th, 9th, 10th, 14th, 17th, 24th, 26th, 31st, 33rd, 38th, 41st, 50th, 51st, 52nd, 64th, 94th, 98th, 101st, 105th and 121st Infantry. PENNSYLVANIA--7th (Co. ""A""), 9th (Co's ""D"", ""F""), and Anderson Troop Cavalry; 79th Infantry. WISCONSIN--5th and 8th Independent Batteries Light Artillery; 1st, 10th, 15th, 21st and 24th Infantry; Garrard's Detachment (7th and 32nd Ky. and 3rd Tenn.). UNITED STATES--4th Cavalry (Co's ""B"", ""C"", ""D"", ""G"", ""I"", ""K""); Battery ""I"" 4th Artillery; 18th Infantry, Parson's Provisional Battery. Union loss, 845 killed, 2,851 wounded, 515 missing. Total, 4,211.",Battle,4211,3696,845,2851,515
Kentucky/1862-10-08-skirmish-lawrenceburg,Kentucky,1862-10-08,1862-10-08,"Skirmish, Lawrenceburg","KENTUCKY--9th Cavalry. OHIO--Battery ""A"" 1st Light Artillery; 1st and 49th Infantry. UNITED STATES--Battery ""H"" 5th Artillery; 15th and 19th Infantry. Union loss, 3 killed, 12 wounded, 13 missing. Total, 28.",Skirmish,28,15,3,12,13
Kentucky/1862-10-09-skirmish-mackville-pike,Kentucky,1862-10-09,1862-10-09,Skirmish. Mackville Pike,(No Reports.),Skirmish,,,,,
Kentucky/1862-10-09-action-dry-ridge-dog-walk-or-chesser-s-store-near-salt-river,Kentucky,1862-10-09,1862-10-09,"Action, Dry Ridge, Dog Walk or Chesser's Store near Salt River","INDIANA--8th Cavalry; 29th Infantry. KENTUCKY--9th Cavalry. OHIO-- Batteries ""A"" and ""E"" 1st Light Artillery; 1st and 49th Infantry. PENNSYLVANIA--77th Infantry. UNITED STATES--Battery ""H"" 5th Artillery; 15th and 19th Infantry. Union loss, 6 killed, 8 wounded. Total, 14.",Action,14,14,6,8,
Kentucky/1862-10-09-skirmish-perryville,Kentucky,1862-10-09,1862-10-09,"Skirmish, Perryville",MINNESOTA--2nd Battery Light Artillery OHIO--1st Infantry.,Skirmish,,,,,
Kentucky/1862-10-09-skirmish-frankfort,Kentucky,1862-10-09,1862-10-09,"Skirmish, Frankfort",INDIANA--13th Independent Battery. OHIO--4th Cavalry.,Skirmish,,,,,
Kentucky/1862-10-09-skirmish-chesser-s-store,Kentucky,1862-10-09,1862-10-09,"Skirmish, Chesser's Store",INDIANA--32nd Infantry.,Skirmish,,,,,
Kentucky/1862-10-10-1862-10-22-pursuit-from-perryville-to-london,Kentucky,1862-10-10,1862-10-22,Pursuit from Perryville to London,"ILLINOIS--84th and 110th Infantry. INDIANA--7th, 8th and 10th Independent Batteries Light Artillery; 9th, 15th, 30th, 31st, 35th, 40th, 44th, 51st, 57th, 58th, 64th, 73rd, 79th and 86th Infantry. KENTUCKY--2nd Cavalry; 1st, 2nd, 6th, 9th, 13th, 20th, 23rd and 27th Infantry. OHIO--1st Cavalry; Batteries ""B"" and ""F"" 1st Light Artillery; 6th, 24th, 41st, 51st and 90th Infantry. UNITED STATES--Batteries ""H"" and ""M"" 4th Artillery",Pursuit,,,,,
Kentucky/1862-10-10-skirmish-danville-cross-roads,Kentucky,1862-10-10,1862-10-10,"Skirmish, Danville Cross Roads",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-11-skirmish-lawrenceburg,Kentucky,1862-10-11,1862-10-11,"Skirmish, Lawrenceburg",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-11-capture-harrodsburg,Kentucky,1862-10-11,1862-10-11,Capture Harrodsburg,KENTUCKY--9th Cavalry.,Capture,,,,,
Kentucky/1862-10-11-skirmish-danville,Kentucky,1862-10-11,1862-10-11,"Skirmish, Danville","ILLINOIS--110th Infantry. INDIANA--9th Infantry. KENTUCKY--1st Cavalry; 6th and 27th Infantry. OHIO--Battery ""F"" 1st Light Artillery; 41st Infantry. UNITED STATES--Battery ""H"" 4th Artillery",Skirmish,,,,,
Kentucky/1862-10-11-skirmish-harrodsburg,Kentucky,1862-10-11,1862-10-11,"Skirmish, Harrodsburg",OHIO--6th Independent Battery Light Artillery,Skirmish,,,,,
Kentucky/1862-10-12-skirmish-dick-s-ford,Kentucky,1862-10-12,1862-10-12,"Skirmish, Dick's Ford",Wheeler's Raid.,Skirmish,,,,,
Kentucky/1862-10-13-skirmish-harrodsburg,Kentucky,1862-10-13,1862-10-13,"Skirmish, Harrodsburg",OHIO--1st Cavalry.,Skirmish,,,,,
Kentucky/1862-10-14-skirmish-lancaster,Kentucky,1862-10-14,1862-10-14,"Skirmish, Lancaster",INDIANA--22nd Infantry. MICHIGAN--2nd Cavalry.,Skirmish,,,,,
Kentucky/1862-10-14-action-stanford,Kentucky,1862-10-14,1862-10-14,"Action, Stanford","ILLINOIS--21st, 26th and 75th Infantry. KANSAS--8th Infantry. MICHIGAN--4th Cavalry. MINNESOTA--2nd Battery Light Artillery WISCONSIN--8th Independent Battery Light Artillery; 15th Infantry.",Action,,,,,
Kentucky/1862-10-14-skirmish-crab-orchard-road,Kentucky,1862-10-14,1862-10-14,"Skirmish, Crab Orchard Road",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-14-skirmish-danville,Kentucky,1862-10-14,1862-10-14,"Skirmish, Danville",OHIO--6th Independent Battery Light Artillery,Skirmish,,,,,
Kentucky/1862-10-14-skirmish-manchester,Kentucky,1862-10-14,1862-10-14,"Skirmish, Manchester",ILLINOIS--38th Infantry.,Skirmish,,,,,
Kentucky/1862-10-14-1862-10-16-skirmishes-near-mountain-gap,Kentucky,1862-10-14,1862-10-16,Skirmishes near Mountain Gap,"INDIANA--1st and 2nd Cavalry. OHIO--1st, 3rd and 4th Cavalry.",Skirmishes,,,,,
Kentucky/1862-10-15-skirmish-lancaster,Kentucky,1862-10-15,1862-10-15,"Skirmish, Lancaster",ILLINOIS--15th Cavalry; 74th Infantry.,Skirmish,,,,,
Kentucky/1862-10-15-skirmish-barren-mound,Kentucky,1862-10-15,1862-10-15,"Skirmish, Barren Mound",(No Reports.),Skirmish,,,,,
Kentucky/1862-10-15-skirmish-near-crab-orchard,Kentucky,1862-10-15,1862-10-15,Skirmish near Crab Orchard,"INDIANA--9th Infantry; 2nd Cavalry (1 Co.). KENTUCKY--6th and 27th Infantry. OHIO--Battery ""F"" 1st Light Artillery; 41st Infantry.",Skirmish,,,,,
Kentucky/1862-10-15-1862-10-20-operations-in-henry-owen-and-gallatin-counties-against-guerrillas,Kentucky,1862-10-15,1862-10-20,"Operations in Henry, Owen and Gallatin Counties against guerrillas",MICHIGAN--25th Infantry.,Operations,,,,,
Kentucky/1862-10-16-skirmish-wild-cat-mt,Kentucky,1862-10-16,1862-10-16,"Skirmish, Wild Cat Mt","INDIANA--2nd Cavalry (1 Co.); 9th Infantry. KENTUCKY--6th and 27th Infantry. OHIO--Battery ""F"" 1st Light Artillery; 41st Infantry.",Skirmish,,,,,
